tweet,label
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",neither
"RT @eddiekinggg: I completely lost my mind, if you find it, go ahead and keep it bitch",offensive
RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,neither
That bitch cur my hair way to short,offensive
Nuke town that pussy,offensive
@jessicacassell1 find a new hillbilly!! #spiritweek!!,neither
RT @DaRealDip: I hate wen a bitch fart den be like uughh uuuu farted...no bitch clearly u did ill let a mfa kno wen im fin to,offensive
@lilimaeee nigger,offensive
Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,hate speech
"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;",neither
@Briana_Rashae I'd like to rape the bitch that posted that.,hate speech
"She used to fuck wit A$AP, Too Shortsaid he know that bitch from way back",offensive
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",hate speech
George michael such a fag,hate speech
"@PatDollard Fuckin muzzie cunts, should all be deported, savages",hate speech
@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,neither
Your bitch got her lipstick on my dick...,offensive
So far I've only seen 3 bad bitches talkn bout Mansion &#233;lan .. Wtf is up!!,offensive
@FrankieJGrande omg gtfo white faggot,hate speech
"There are LOTS of top tier wrestlers who started as ""yardies"".",neither
I hate the white trash cops who raped and murdered my infant daughters and son.,hate speech
And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty,neither
@GrizzboAdams @wyattnuckels haha ight nig calm yoself,hate speech
"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",neither
"Got the Vector Job, bitch.",offensive
My mom's a fucking cunt dude.,offensive
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,offensive
"RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me bitch.",offensive
Don't throw me the pussy! Let me come get it,offensive
"@thejokerxo nah, they let French Montana spit trash at will",neither
@seannn181 youre a fag,hate speech
RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;,hate speech
"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",hate speech
"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",hate speech
@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,hate speech
RT @FunnyPicsDepot: When you get twerk from the thickest bitch in the room http://t.co/a6r9U18EFS,offensive
My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,hate speech
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police,hate speech
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,hate speech
@Crowe_FaShow cause of the loads of pussy you get right,offensive
I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol,hate speech
Leave the bitchen to bitches,offensive
"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;",hate speech
@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,hate speech
escort missions in games are universally trash,neither
Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise,neither
My nicca @Elijahfnbaby swear he can see me in madden lol,neither
@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe,hate speech
"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.",neither
&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger,offensive
"I done seen a lot of fake shit. That bitch ain't bad, she's basic.",offensive
&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @mckinley719,offensive
"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F",neither
"RT @fletchworld73: Pulled a dead bird from my garden. 

Grateful to be out of the hot sun, it winked at me with its rotting eye socket.",neither
@FreeBlazeGawd lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is,offensive
"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping",offensive
Them pretty bitches love me them bitches love me #GUCCCCCI,offensive
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,neither
the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.,hate speech
RT @Krislisisms: Hot 97 trash.,neither
You like them bitch niggas.,hate speech
.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.,neither
"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet",neither
@iLoveQui that hoe suck,offensive
@ChrisTrondsen @IM5band #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?,neither
These hoe niggas havnt seen half of me. #2chainz,offensive
People with trash cars LOVE to drive fast and reckless,neither
"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;",hate speech
Omg I will just go to Charlie Bear to twerk team I fucks with them,offensive
RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening,hate speech
"RT @sassytbh: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;",neither
RT @IAmBobo_: What happened to the old wigga?? The gonorrhea one.,offensive
"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",hate speech
Finally done wif mock regents &#128524;,neither
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,hate speech
RT @BestOfNike: Nike beanies #NikePorn http://t.co/nN4Vo90htj,offensive
I'm just tryna get to sleep before the birds start getting rowdy.,neither
"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",hate speech
These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,offensive
"RT @OGBEARD: And he still wont get no bitches RT ""@willyroast2: Wow wtf http://t.co/h4NUr7ZzB8""""",offensive
Y'all wake tf up. Y'all are pussies it's summer time turn tf up!,offensive
"RT @collegefession: ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook",offensive
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT,neither
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,hate speech
Fresh out the gym but yet I'm bout to eat free birds.,neither
"This fat bitch got all huffy cause she took too long to make her turn, so I took it, so she mouthed off to me&#128514;&#128075;&#128075; #girlbye&#128129;",offensive
redneck in the White House // Moccasin Creek &#128077;&#128076;,hate speech
"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet",hate speech
RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,hate speech
"@LadyVodkax bare it bitch.
See what I did there",offensive
RT @HBCUfessions: Us dykes get more play than most niggas! -FAMU,offensive
Talk about pussy power &#128530;,offensive
"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way.",offensive
RT @BroCulture: Dive in the pussy like http://t.co/0YboIklkbt,offensive
None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,hate speech
RT @OleNoHoes: Got a bad ass bitch just bouncing on my dick!,offensive
How can I not take my style back from niccas when niccas was taking my style WAY before.....Preach @1future &#128175; #RNS,offensive
@illbreatheyouin happy birthday faggot.,hate speech
I wanna cut my hair but I'm too busy being a bitch about it.,offensive
Fuck that stupid bitch.. &#128530;,offensive
"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""",offensive
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,hate speech
@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,hate speech
&#8220;@Iifetip: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.,neither
RT @GabrielaAngela4: That hoe wanta 6/6.,offensive
Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;,offensive
"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",hate speech
"RT @WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me",offensive
"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool.",neither
"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear.",offensive
Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,hate speech
@mikeoe7765 That talentless skag IS a wardrobe malfunction.,offensive
pure trash http://t.co/A2RbVEBeg1,hate speech
stupid loose pussyed bitch,hate speech
RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,hate speech
I would probably still feel bad if you weren't such a bitch about it...,offensive
It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,hate speech
What's so good about Prom? All I see is another faggot ass High School dance.,hate speech
You state it gook,hate speech
Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY,neither
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,hate speech
We know what this hoe gonna do for her bday now cc:@TheShugAvery RT @OMGitsKariC: @moyizzy I plan on it &#128520;,offensive
"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",neither
@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,neither
RT @__thaRealist: @Dono_44 yea that hoe was rocking Friday and last night,offensive
"@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place).",neither
@ClutchAction c'mon pussy,offensive
"Sometimes, even I gotta tell these hoes to grow up smh",neither
"RT @GangsterFeels: Yes i'm judging you by the way you dress, bitch.",offensive
@jqualley_ @_BeautifulKeezy bitch YESSSSS I make girls mad &#128514;&#128514;,offensive
RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO,hate speech
darf retarded lol,offensive
RT @koleworld4: every time i come out im never with newwww bitches,offensive
RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,offensive
Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews,neither
"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv",neither
@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,hate speech
@leiacatherinexx don&#8217;t be a hurt little faggot,hate speech
@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,neither
RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,neither
"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S",hate speech
RT @iH8TvvitterHoes: I gotta curve these hoes before they have a chance to curve me &#128530; http://t.co/IHqsWj9VOG,offensive
@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,hate speech
@QUAN1T0 You retarded bruh lol,hate speech
"@RileyCooper_14 so your a ""nigger"" fighter huh",hate speech
My flow retarded &#128526;,neither
Tell that hating ass niggah to shut the fuck up,offensive
RT @bodmonting: Instead of worry bout who that bitch fucking why don't you get you some money,offensive
These people are fags.,hate speech
RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,neither
Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py,neither
RT @VersaceLaFlare: All bitches cheat. You just gotta acknowledge its gonna happens so when it does it&#8217;ll hurt less.,offensive
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",neither
85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,neither
Pennsylvania is white trash and is so are all Pennsylvanians.,hate speech
"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here",offensive
ill call you bitch for short as a last resort and my first resort,offensive
"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",hate speech
"RT @TheOnlyReed: IDC what phone u got, lol silly nigger",hate speech
So sick of you fake ass hoes,offensive
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,hate speech
I think I'm gonna walk around the house free as a bird.,neither
"Cunts, cunts everywhere.",offensive
@__MotoMoto you a real bitch for that,offensive
Run it in her pussy like a crash dummy.,offensive
@urbasicyabish @Mikeaveli fucking faggot,hate speech
talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.,hate speech
@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.,offensive
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",neither
I'm with 3 bitches &amp; 2 of em mix,offensive
Fucking hate my coon ahh uncle,hate speech
RT @Comp10Tx: Rihanna really is trash,neither
Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,hate speech
This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you,hate speech
"Bobby bitch? Dickhead &#8220;@OprahSideNigga: TOP 3 BOBBY SHMURDA SONGS:
1. HOT NIGGA
2.
3.&#8221;",offensive
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,hate speech
RT @oliviadesanfoot: this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch,offensive
That 'Ouija' movie look like trash,neither
RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,offensive
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4,neither
Home to chicken and penne Alfredo and Oreos and banjo,neither
sorry wrong bitch &#9996;&#65039;,offensive
@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?,offensive
RT @HannahPike_: I think I'm addicted to naked pictures and sit talking bout bitches that we almost had&#127911;,offensive
Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,neither
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,neither
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,hate speech
"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",hate speech
RT @joytooawesome: @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !,offensive
@ew_karina @lanemichelle_ pussies,offensive
Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,hate speech
@DevilFzyq @DevilElyie @TehDevilClan shut up fag,hate speech
RT @davegetnmoney: Not a flagrant lebrons a bitch,offensive
Put ya hands up if you a Grade A bitch,offensive
"&#8220;@TWOLVEGIRL: I find myself wanting to google ""the yellow king"" #TrueDetective&#8221; No kidding! What is going on?",neither
@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,neither
this is why i love birds. http://t.co/Gk2wiNhBkw,neither
Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,hate speech
@sowhatsides I am funny bitch,offensive
Your bitch is a fake sack of potatoes,offensive
Lol you're a cunt liar and I hope you drop dead k :-),hate speech
Yo bitch ass needs to boss the fuck up.,hate speech
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",neither
"I wasn't calling you a faggot, but you are one lol.",hate speech
Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,hate speech
@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;,hate speech
@Machell1123 i hope you get better soon! colds are for the birds,neither
Already more yellows than the last 2 years combined #IndyCar #Honda200,hate speech
@garrett_winker wow u hoe is the term for women,hate speech
&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,neither
"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",hate speech
#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,neither
@luvvida You're right.. I be around my nig....,hate speech
All I need is a 100 million dollars Bc I got that bad bitch,offensive
The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,neither
@PatriotsOrg Screw the ragheads.,hate speech
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",neither
RT @bijoudulcet: Y'all some bitches @nbc,offensive
"#CommonQuestionIGet

Why uou so ghetto?",neither
@Tanner_Harris_ I've been knowing fag,hate speech
RT @SpankxBoogey: Ultimate bitch &#128591;,offensive
@youngscooter ghetto gold needa be the first music vid!,neither
"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch""",offensive
"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots",hate speech
Charlie Sheen never disappoints.,neither
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,neither
"RT @LessonswithKate: you got hoes, I got niggas.",offensive
My baby guinea pig is so cute #Adorable,neither
@kieffer_jason here let me say it more clearly since your retarded ass don't understand,hate speech
You guys are all faggots.,offensive
"you've gone and broke the wrong heart baby, and drove me redneck crazy",neither
@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,hate speech
"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;",hate speech
"I'm a dick and you ain't even got ya strap on, pussy",offensive
"trash night tonight. I can already hear the sound of America's thriving economic sector out on the street, four wheels, one of them wobbles.",neither
Hood niggas and bitches love emojis lmfao,hate speech
Have you noticed all the ghetto people naming their kids after cars? Mercedes&#8230; Lexus&#8230; Repossessed.,neither
RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,neither
"Oops, I just had a Freudian slit.",neither
RT @harrryaf: being a good citizen picking up trash (: http://t.co/PMFR5eopwO,neither
"I'm on that good kush and alcohol.. I got some down bitches, but the can crawl",offensive
"RT @Yankees: VICTORY! #Yankees outlast A's, 10-9 in 14 innings. Eduardo Nunez the hero, and oh yeah, FIRST PLACE still resides in the Bronx.",neither
"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",offensive
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,neither
anybody remember that movie Thumbelina? I didn't noticed how flamin' the bird was until now,neither
Jk. I'm going to be a pussy about it. I don't want the love of my life seein me all scared and shit.,offensive
"They fail to realize Ion want ""Friends"" bitches switch up quiccer than I change the channel &#128175;",offensive
"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",neither
Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,hate speech
"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97",neither
I prefer Jameis Winston to not speak on TV at all. Damn coon.,hate speech
faggot http://t.co/tkPokv3ncd,hate speech
&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,hate speech
"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish",offensive
Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU,offensive
RT @Cesar_Wtx: Pink nipples are cute but some be looking nasty than a bitch! &#128567;,offensive
Every spic cop in #LosAngeles is loyal to the #LatinKings,hate speech
RT @itsMeekMill: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,offensive
I actually just hate the bitches on here,offensive
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/2POFGc7ohC,neither
Why all the bitches fake gay now?,offensive
RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes,neither
Catch me fuckin off tonight @viplounge901... #NoLineNoWait in that bitch as well... #MeetMeThere http://t.co/ZQvGMLzqfE,offensive
&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,offensive
Ain't nuttin but a white trash party.,hate speech
"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",hate speech
@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,hate speech
"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",hate speech
"RT @michaelpshipley: Martin Short On - CONAN - Oct 3, 2014

""With your yellow skin and red hair you look like a #2 pencil.""

https://t.co/U&#8230;",neither
She got arrested for domestic violence against him!! Ugh bitch -_-,offensive
RT @alex05241: Hannah is retarded don't listen to her.,offensive
RT @digiflorals: I don't get why people bitch about an unfollow when you never talked to them,offensive
...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be,hate speech
A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,offensive
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,hate speech
@TNKidsFoodPorn @Oreo ..............&#128530;,neither
Tony Blair equals Bush's bitch #morningjoe,offensive
"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags",hate speech
My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,neither
@mlvassallo Oh really? fags are gross You aids infected sick fuckers,hate speech
@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,neither
Floppy bird chalmers over here taking after his hero LeBron,neither
"it means that im following orders and being subordinate. sue me, ya dyke",hate speech
I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,hate speech
"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",hate speech
RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?,hate speech
RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,neither
Damn hoe.. You so ugly even hello kitty said goodbye.,hate speech
Yankee homeruns make me all tingly.,neither
"@Jazwau &#128528; who did you rob, them hoes like 4 online",offensive
Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk,offensive
"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;",neither
I'm old but my pussy still poppin tho,offensive
@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.,hate speech
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,neither
Members of non-traditional religions are all sub-human trash.,hate speech
"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",hate speech
"RT @RappersSaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/ffPu1w&#8230;",offensive
@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,hate speech
"@TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.",neither
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",hate speech
RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,neither
RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK,hate speech
RT @shikeattike: Nah bitch you ain't just gone go off on me and just want me back 5 minutes later. I'm playing 2k until further notice,offensive
"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way",neither
RT @mrtruthandsoul: All I'm sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain &#8230;,offensive
did this bitch @ViVaLa_Ari really awake me from my slumber to help pick out her avatar tho,offensive
RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it,hate speech
RT @Buckm00se: abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L,neither
"RT @vickstar_isabel: ""@kyleighhmariee: &#8220;@TezCapone: My type a bitch &#128525;&#128525;&#128553; https://t.co/Bz4yBovcfl&#8221;""

Lmao yass",offensive
"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",hate speech
@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.,hate speech
California has gangs because California is trash.,neither
This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here,hate speech
@SunyHD abouta get him some crayons and animal crackers after 8:30pm &#128514;&#128514;,neither
RT @queenalyzee_: We ain't friends hoe,offensive
@JjLoveUp tranny,neither
ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;,hate speech
